row_id,order_id,created_at,item_name,item_cat,item_size,item_price,quantity,cust_firstname,cust_lastname,delivery,delivery_address1,delivery_address2,delivery_city,delivery_postcode,total_price,Order_total
67,1464,01/01/2025 16:24,Pepperoni,Signature Pizza,Regular,15,4,Robert,Turner,TRUE,2710 Rachel Meadows,Apt. 002,Philadelphia,19115,60,185
68,1464,01/01/2025 16:24,Margherita,Special Pizza,Large,15,4,Robert,Turner,TRUE,2710 Rachel Meadows,Apt. 002,Philadelphia,19115,60,185
69,1464,01/01/2025 16:24,Margherita,Special Pizza,Regular,13,5,Robert,Turner,TRUE,2710 Rachel Meadows,Apt. 002,Philadelphia,19115,65,185
70,1590,01/01/2025 19:55,Pepperoni,Signature Pizza,Large,17,1,Thomas,Mejia,TRUE,1701 Rivas Plaza Apt. 146,Apt. 821,Philadelphia,19115,17,113
71,1590,01/01/2025 19:55,Garlic Bread,Sides,,6,1,Thomas,Mejia,TRUE,1701 Rivas Plaza Apt. 146,Apt. 821,Philadelphia,19115,6,113
72,1590,01/01/2025 19:55,Pepperoni,Signature Pizza,Regular,15,4,Thomas,Mejia,TRUE,1701 Rivas Plaza Apt. 146,Apt. 821,Philadelphia,19115,60,113
73,1590,01/01/2025 19:55,Pepperoni,Signature Pizza,Regular,15,2,Thomas,Mejia,TRUE,1701 Rivas Plaza Apt. 146,Apt. 821,Philadelphia,19115,30,113
74,1676,01/01/2025 21:15,Pepperoni,Signature Pizza,Large,17,1,Samantha,Hall,TRUE,52409 Troy Field Suite 527,Apt. 055,Philadelphia,19114,17,26
75,1676,01/01/2025 21:15,Coca Cola,Beverages,33CL,3,3,Samantha,Hall,TRUE,52409 Troy Field Suite 527,Apt. 055,Philadelphia,19114,9,26
76,1497,01/01/2025 21:45,Chocolate Brownie,Desserts,,5,3,Claire,Williams,TRUE,00583 Gutierrez Wells,Suite 147,New York,10006,15,45
77,1497,01/01/2025 21:45,Pepperoni,Signature Pizza,Regular,15,2,Claire,Williams,TRUE,00583 Gutierrez Wells,Suite 147,New York,10006,30,45
78,1375,01/01/2025 21:47,Garlic Bread,Sides,,6,3,Margaret,Roberts,TRUE,19139 Collier Trail Apt. 261,Apt. 696,New York,10009,18,103
79,1375,01/01/2025 21:47,Margherita,Special Pizza,Large,15,4,Margaret,Roberts,TRUE,19139 Collier Trail Apt. 261,Apt. 696,New York,10009,60,103
80,1375,01/01/2025 21:47,Chocolate Brownie,Desserts,,5,5,Margaret,Roberts,TRUE,19139 Collier Trail Apt. 261,Apt. 696,New York,10009,25,103
81,1757,01/01/2025 21:56,Garlic Bread,Sides,,6,5,Kenneth,Walker,TRUE,5436 Hawkins Trail Apt. 746,Suite 694,New York,10005,30,50
82,1757,01/01/2025 21:56,Chocolate Brownie,Desserts,,5,4,Kenneth,Walker,TRUE,5436 Hawkins Trail Apt. 746,Suite 694,New York,10005,20,50
83,1376,01/01/2025 22:14,Margherita,Special Pizza,Large,15,3,Bailey,Cochran,TRUE,08765 Johnson Walk Apt. 638,Apt. 301,Philadelphia,19104,45,175
84,1376,01/01/2025 22:14,Garlic Bread,Sides,,6,3,Bailey,Cochran,TRUE,08765 Johnson Walk Apt. 638,Apt. 301,Philadelphia,19104,18,175
85,1376,01/01/2025 22:14,Coca Cola,Beverages,33CL,3,5,Bailey,Cochran,TRUE,08765 Johnson Walk Apt. 638,Apt. 301,Philadelphia,19104,15,175
86,1376,01/01/2025 22:14,Margherita,Special Pizza,Large,15,3,Bailey,Cochran,TRUE,08765 Johnson Walk Apt. 638,Apt. 301,Philadelphia,19104,45,175
87,1376,01/01/2025 22:14,Margherita,Special Pizza,Regular,13,4,Bailey,Cochran,TRUE,08765 Johnson Walk Apt. 638,Apt. 301,Philadelphia,19104,52,175
88,1856,02/01/2025 01:27,Margherita,Special Pizza,Regular,13,4,Amy,Bailey,TRUE,47928 Lawrence Oval,Apt. 750,Philadelphia,19114,52,52
89,1600,02/01/2025 01:35,Pepperoni,Signature Pizza,Large,17,3,Anthony,Palmer,TRUE,43516 Robin Mountain Apt. 553,Apt. 723,Philadelphia,19104,51,109
90,1600,02/01/2025 01:35,Garlic Bread,Sides,,6,3,Anthony,Palmer,TRUE,43516 Robin Mountain Apt. 553,Apt. 723,Philadelphia,19104,18,109
91,1600,02/01/2025 01:35,Pepperoni,Signature Pizza,Regular,15,1,Anthony,Palmer,TRUE,43516 Robin Mountain Apt. 553,Apt. 723,Philadelphia,19104,15,109
92,1600,02/01/2025 01:35,Chocolate Brownie,Desserts,,5,5,Anthony,Palmer,TRUE,43516 Robin Mountain Apt. 553,Apt. 723,Philadelphia,19104,25,109
93,1024,02/01/2025 01:49,Pepperoni,Signature Pizza,Large,17,2,Joseph,Howard,TRUE,8808 Thomas Greens,Apt. 946,Philadelphia,19106,34,69
94,1024,02/01/2025 01:49,Chocolate Brownie,Desserts,,5,5,Joseph,Howard,TRUE,8808 Thomas Greens,Apt. 946,Philadelphia,19106,25,69
95,1024,02/01/2025 01:49,Chocolate Brownie,Desserts,,5,2,Joseph,Howard,TRUE,8808 Thomas Greens,Apt. 946,Philadelphia,19106,10,69
96,1740,02/01/2025 04:10,Chocolate Brownie,Desserts,,5,4,Sarah,Moreno,FALSE,024 Hudson Coves,Apt. 990,Philadelphia,19106,20,71
97,1740,02/01/2025 04:10,Pepperoni,Signature Pizza,Large,17,3,Sarah,Moreno,FALSE,024 Hudson Coves,Apt. 990,Philadelphia,19106,51,71
98,1860,02/01/2025 07:01,Garlic Bread,Sides,,6,3,Samantha,Pham,TRUE,77733 Juan Shoals,Suite 681,Philadelphia,19103,18,18
99,1094,02/01/2025 07:44,Coca Cola,Beverages,33CL,3,2,Erik,Schwartz,TRUE,50157 Christopher Forge Apt. 149,Suite 160,Philadelphia,19107,6,9
100,1094,02/01/2025 07:44,Coca Cola,Beverages,33CL,3,1,Erik,Schwartz,TRUE,50157 Christopher Forge Apt. 149,Suite 160,Philadelphia,19107,3,9
101,1281,02/01/2025 07:55,Garlic Bread,Sides,,6,2,Amy,Howard,TRUE,5148 Valdez Valleys,Apt. 450,New York,10007,12,12
102,1005,02/01/2025 08:07,Garlic Bread,Sides,,6,5,Sarah,Davis,TRUE,7060 Gordon Mill,Apt. 971,New York,10009,30,30
103,1449,02/01/2025 08:28,Chocolate Brownie,Desserts,,5,2,Maria,Thomas,FALSE,90794 Ryan Branch,Apt. 462,New York,10007,10,142
104,1449,02/01/2025 08:28,Margherita,Special Pizza,Regular,13,2,Maria,Thomas,FALSE,90794 Ryan Branch,Apt. 462,New York,10007,26,142
105,1449,02/01/2025 08:28,Coca Cola,Beverages,1.5L,6,2,Maria,Thomas,FALSE,90794 Ryan Branch,Apt. 462,New York,10007,12,142
106,1449,02/01/2025 08:28,Coca Cola,Beverages,33CL,3,3,Maria,Thomas,FALSE,90794 Ryan Branch,Apt. 462,New York,10007,9,142
107,1449,02/01/2025 08:28,Pepperoni,Signature Pizza,Large,17,5,Maria,Thomas,FALSE,90794 Ryan Branch,Apt. 462,New York,10007,85,142
108,1670,02/01/2025 08:28,Pepperoni,Signature Pizza,Large,17,2,Michael,Bender,TRUE,24043 Mckinney Street Suite 151,Suite 988,Philadelphia,19115,34,70
109,1670,02/01/2025 08:28,Coca Cola,Beverages,33CL,3,2,Michael,Bender,TRUE,24043 Mckinney Street Suite 151,Suite 988,Philadelphia,19115,6,70
110,1670,02/01/2025 08:28,Garlic Bread,Sides,,6,5,Michael,Bender,TRUE,24043 Mckinney Street Suite 151,Suite 988,Philadelphia,19115,30,70
111,1099,02/01/2025 09:03,Garlic Bread,Sides,,6,4,Linda,Norton,TRUE,0310 Jennifer Islands Apt. 890,Suite 781,New York,10003,24,24
112,1895,02/01/2025 10:32,Coca Cola,Beverages,33CL,3,4,Amy,Blankenship,TRUE,1445 Leslie Dam Suite 563,Apt. 907,New York,10004,12,29
113,1895,02/01/2025 10:32,Pepperoni,Signature Pizza,Large,17,1,Amy,Blankenship,TRUE,1445 Leslie Dam Suite 563,Apt. 907,New York,10004,17,29
114,1796,02/01/2025 10:42,Margherita,Special Pizza,Large,15,2,Cynthia,Mckenzie,FALSE,380 Patel Mountain Apt. 763,Suite 899,Philadelphia,19111,30,55
115,1796,02/01/2025 10:42,Chocolate Brownie,Desserts,,5,5,Cynthia,Mckenzie,FALSE,380 Patel Mountain Apt. 763,Suite 899,Philadelphia,19111,25,55
116,1223,02/01/2025 12:20,Coca Cola,Beverages,33CL,3,1,Cesar,Stevenson,FALSE,91634 Brianna Divide Suite 500,Suite 793,New York,10006,3,38
117,1223,02/01/2025 12:20,Margherita,Special Pizza,Large,15,2,Cesar,Stevenson,FALSE,91634 Brianna Divide Suite 500,Suite 793,New York,10006,30,38
118,1223,02/01/2025 12:20,Chocolate Brownie,Desserts,,5,1,Cesar,Stevenson,FALSE,91634 Brianna Divide Suite 500,Suite 793,New York,10006,5,38
119,1699,02/01/2025 12:34,Pepperoni,Signature Pizza,Large,17,4,Nichole,Pope,TRUE,12728 Gray Key Suite 938,Apt. 936,New York,10009,68,93
120,1699,02/01/2025 12:34,Coca Cola,Beverages,33CL,3,3,Nichole,Pope,TRUE,12728 Gray Key Suite 938,Apt. 936,New York,10009,9,93
121,1699,02/01/2025 12:34,Coca Cola,Beverages,1.5L,6,1,Nichole,Pope,TRUE,12728 Gray Key Suite 938,Apt. 936,New York,10009,6,93
122,1699,02/01/2025 12:34,Chocolate Brownie,Desserts,,5,1,Nichole,Pope,TRUE,12728 Gray Key Suite 938,Apt. 936,New York,10009,5,93
123,1699,02/01/2025 12:34,Chocolate Brownie,Desserts,,5,1,Nichole,Pope,TRUE,12728 Gray Key Suite 938,Apt. 936,New York,10009,5,93
124,1226,02/01/2025 13:12,Coca Cola,Beverages,33CL,3,5,Laura,Downs,TRUE,914 Carrie Way Apt. 529,Apt. 032,Philadelphia,19107,15,51
125,1226,02/01/2025 13:12,Coca Cola,Beverages,1.5L,6,1,Laura,Downs,TRUE,914 Carrie Way Apt. 529,Apt. 032,Philadelphia,19107,6,51
126,1226,02/01/2025 13:12,Chocolate Brownie,Desserts,,5,3,Laura,Downs,TRUE,914 Carrie Way Apt. 529,Apt. 032,Philadelphia,19107,15,51
127,1226,02/01/2025 13:12,Chocolate Brownie,Desserts,,5,3,Laura,Downs,TRUE,914 Carrie Way Apt. 529,Apt. 032,Philadelphia,19107,15,51
128,1155,02/01/2025 13:48,Coca Cola,Beverages,33CL,3,1,James,King,FALSE,2057 Taylor Inlet,Suite 152,New York,10007,3,98
129,1155,02/01/2025 13:48,Margherita,Special Pizza,Large,15,5,James,King,FALSE,2057 Taylor Inlet,Suite 152,New York,10007,75,98
130,1155,02/01/2025 13:48,Chocolate Brownie,Desserts,,5,4,James,King,FALSE,2057 Taylor Inlet,Suite 152,New York,10007,20,98
131,1997,02/01/2025 14:12,Margherita,Special Pizza,Regular,13,3,Tara,Hall,TRUE,931 Jason Ferry,Apt. 166,New York,10001,39,39
132,1057,02/01/2025 14:15,Margherita,Special Pizza,Large,15,2,Eduardo,Castro,TRUE,47682 Estrada Keys,Suite 391,New York,10006,30,30
133,1446,02/01/2025 14:49,Coca Cola,Beverages,1.5L,6,3,Jessica,Walker,TRUE,6103 Howell Points,Apt. 046,Philadelphia,19106,18,62
134,1446,02/01/2025 14:49,Chocolate Brownie,Desserts,,5,1,Jessica,Walker,TRUE,6103 Howell Points,Apt. 046,Philadelphia,19106,5,62
135,1446,02/01/2025 14:49,Margherita,Special Pizza,Regular,13,3,Jessica,Walker,TRUE,6103 Howell Points,Apt. 046,Philadelphia,19106,39,62
136,1340,02/01/2025 16:23,Coca Cola,Beverages,33CL,3,1,Ryan,Harrington,TRUE,80727 Reed Common,Apt. 914,Philadelphia,19115,3,99
137,1340,02/01/2025 16:23,Garlic Bread,Sides,,6,4,Ryan,Harrington,TRUE,80727 Reed Common,Apt. 914,Philadelphia,19115,24,99
138,1340,02/01/2025 16:23,Garlic Bread,Sides,,6,2,Ryan,Harrington,TRUE,80727 Reed Common,Apt. 914,Philadelphia,19115,12,99
139,1340,02/01/2025 16:23,Pepperoni,Signature Pizza,Regular,15,1,Ryan,Harrington,TRUE,80727 Reed Common,Apt. 914,Philadelphia,19115,15,99
140,1340,02/01/2025 16:23,Margherita,Special Pizza,Large,15,3,Ryan,Harrington,TRUE,80727 Reed Common,Apt. 914,Philadelphia,19115,45,99
141,1541,02/01/2025 17:12,Pepperoni,Signature Pizza,Large,17,5,Angela,Salazar,TRUE,6712 Madison Overpass,Suite 781,New York,10005,85,215
142,1541,02/01/2025 17:12,Pepperoni,Signature Pizza,Regular,15,2,Angela,Salazar,TRUE,6712 Madison Overpass,Suite 781,New York,10005,30,215
143,1541,02/01/2025 17:12,Garlic Bread,Sides,,6,1,Angela,Salazar,TRUE,6712 Madison Overpass,Suite 781,New York,10005,6,215
144,1541,02/01/2025 17:12,Pepperoni,Signature Pizza,Large,17,2,Angela,Salazar,TRUE,6712 Madison Overpass,Suite 781,New York,10005,34,215
145,1541,02/01/2025 17:12,Margherita,Special Pizza,Large,15,4,Angela,Salazar,TRUE,6712 Madison Overpass,Suite 781,New York,10005,60,215
146,1132,02/01/2025 17:29,Garlic Bread,Sides,,6,5,Andrea,Contreras,TRUE,315 Kathleen Springs Suite 010,Apt. 947,Philadelphia,19103,30,130
147,1132,02/01/2025 17:29,Margherita,Special Pizza,Large,15,2,Andrea,Contreras,TRUE,315 Kathleen Springs Suite 010,Apt. 947,Philadelphia,19103,30,130
148,1132,02/01/2025 17:29,Coca Cola,Beverages,1.5L,6,3,Andrea,Contreras,TRUE,315 Kathleen Springs Suite 010,Apt. 947,Philadelphia,19103,18,130
149,1132,02/01/2025 17:29,Margherita,Special Pizza,Regular,13,4,Andrea,Contreras,TRUE,315 Kathleen Springs Suite 010,Apt. 947,Philadelphia,19103,52,130
150,1599,02/01/2025 17:34,Margherita,Special Pizza,Regular,13,4,Thomas,Fisher,FALSE,381 Spencer Shores,Suite 848,New York,10009,52,176
151,1599,02/01/2025 17:34,Margherita,Special Pizza,Regular,13,5,Thomas,Fisher,FALSE,381 Spencer Shores,Suite 848,New York,10009,65,176
152,1599,02/01/2025 17:34,Garlic Bread,Sides,,6,4,Thomas,Fisher,FALSE,381 Spencer Shores,Suite 848,New York,10009,24,176
153,1599,02/01/2025 17:34,Chocolate Brownie,Desserts,,5,5,Thomas,Fisher,FALSE,381 Spencer Shores,Suite 848,New York,10009,25,176
154,1599,02/01/2025 17:34,Chocolate Brownie,Desserts,,5,2,Thomas,Fisher,FALSE,381 Spencer Shores,Suite 848,New York,10009,10,176
155,1190,02/01/2025 17:37,Pepperoni,Signature Pizza,Regular,15,1,Jennifer,Sullivan,TRUE,3944 Bowers Wells Suite 302,Suite 170,Philadelphia,19107,15,147
156,1190,02/01/2025 17:37,Pepperoni,Signature Pizza,Large,17,5,Jennifer,Sullivan,TRUE,3944 Bowers Wells Suite 302,Suite 170,Philadelphia,19107,85,147
157,1190,02/01/2025 17:37,Chocolate Brownie,Desserts,,5,1,Jennifer,Sullivan,TRUE,3944 Bowers Wells Suite 302,Suite 170,Philadelphia,19107,5,147
158,1190,02/01/2025 17:37,Coca Cola,Beverages,33CL,3,4,Jennifer,Sullivan,TRUE,3944 Bowers Wells Suite 302,Suite 170,Philadelphia,19107,12,147
159,1190,02/01/2025 17:37,Garlic Bread,Sides,,6,5,Jennifer,Sullivan,TRUE,3944 Bowers Wells Suite 302,Suite 170,Philadelphia,19107,30,147
160,1990,02/01/2025 18:29,Margherita,Special Pizza,Regular,13,2,Wayne,Stafford,FALSE,3472 Sarah Via Suite 568,Apt. 153,Philadelphia,19104,26,26
161,1548,02/01/2025 18:38,Margherita,Special Pizza,Large,15,2,Donald,Callahan,FALSE,058 Hoover Vista Suite 054,Apt. 926,Philadelphia,19104,30,100
162,1548,02/01/2025 18:38,Chocolate Brownie,Desserts,,5,1,Donald,Callahan,FALSE,058 Hoover Vista Suite 054,Apt. 926,Philadelphia,19104,5,100
163,1548,02/01/2025 18:38,Margherita,Special Pizza,Large,15,3,Donald,Callahan,FALSE,058 Hoover Vista Suite 054,Apt. 926,Philadelphia,19104,45,100
164,1548,02/01/2025 18:38,Chocolate Brownie,Desserts,,5,4,Donald,Callahan,FALSE,058 Hoover Vista Suite 054,Apt. 926,Philadelphia,19104,20,100
165,1194,02/01/2025 19:08,Margherita,Special Pizza,Large,15,2,Heather,Watkins,FALSE,5190 Parker Mall Apt. 606,Apt. 406,Philadelphia,19102,30,123
166,1194,02/01/2025 19:08,Coca Cola,Beverages,1.5L,6,2,Heather,Watkins,FALSE,5190 Parker Mall Apt. 606,Apt. 406,Philadelphia,19102,12,123
167,1194,02/01/2025 19:08,Pepperoni,Signature Pizza,Regular,15,4,Heather,Watkins,FALSE,5190 Parker Mall Apt. 606,Apt. 406,Philadelphia,19102,60,123
